Order_Id,Name,Month,Category,Quantity,Platform,State,District,MRP,Discount_percent,Discount ,Amount,Profit,,
ORD009667,Bluetooth Speaker,March,Home,1,Meesho,Maharashtra,Pune,"? 3,940.00",18.93,19%,"? 3,194.16","? 1,224.16",,
ORD009668,Tablet Stand,November,Fashion,5,Amazon,Kerala,Pune,"? 10,890.00",15.45,15%,"? 46,037.48","? 18,812.48",,
ORD009669,Power Bank,April,Home,5,Meesho,Karnataka,Kochi,"? 2,089.00",10.39,10%,"? 9,359.76","? 4,137.26",,
ORD009670,Bluetooth Speaker,December,Fashion,2,Amazon,Maharashtra,Hyderabad,"? 14,221.00",29.67,30%,"? 20,003.26","? 5,782.26",,
ORD009671,Wireless Mouse,May,Computer,3,Amazon,Karnataka,Warangal,"? 7,542.00",15.73,16%,"? 19,066.93","? 7,753.93",,
ORD009672,Mobile Charger,August,Fashion,4,Meesho,Kerala,Warangal,"? 19,791.00",27.88,28%,"? 57,093.08","? 17,511.08",,
ORD009673,Mobile Charger,June,Computer,1,Meesho,Telangana,Kochi,"? 5,528.00",11.01,11%,"? 4,919.37","? 2,155.37",,
ORD009674,Office Chair,August,Fashion,1,Flipkart,Telangana,Hyderabad,? 473.00,21.92,22%,? 369.32,? 132.82,,
ORD009675,Power Bank,January,Fashion,1,Meesho,Maharashtra,Madurai,"? 15,925.00",10.15,10%,"? 14,308.61","? 6,346.11",,
ORD009676,Backpack,May,Home,2,Amazon,Tamil Nadu,Chennai,"? 13,546.00",25.97,26%,"? 20,056.21","? 6,510.21",,
ORD009677,Smart Watch,May,Home,3,Amazon,Maharashtra,Salem,"? 12,603.00",22.14,22%,"? 29,438.09","? 10,533.59",,
ORD009678,Running Shoes,April,Computer,1,Flipkart,Karnataka,Bangalore,"? 9,275.00",24.71,25%,"? 6,983.15","? 2,345.65",,
ORD009679,Tablet Stand,June,Electronics,3,Meesho,Karnataka,Hyderabad,"? 11,353.00",11.37,11%,"? 30,186.49","? 13,156.99",,
ORD009680,Gaming Keyboard,October,Electronics,5,Meesho,Kerala,Pune,"? 19,233.00",9.67,10%,"? 86,865.84","? 38,783.34",,
ORD009681,Office Chair,October,Fashion,3,Flipkart,Karnataka,Bangalore,"? 13,067.00",16.59,17%,"? 32,697.55","? 13,097.05",,
ORD009682,Tablet Stand,February,Electronics,5,Flipkart,Maharashtra,Hyderabad,"? 3,800.00",18.15,18%,"? 15,551.50","? 6,051.50",,
ORD009683,Desk Lamp,February,Home,3,Amazon,Maharashtra,Madurai,"? 4,625.00",19.09,19%,"? 11,226.26","? 4,288.76",,
ORD009684,Office Chair,January,Computer,3,Amazon,Karnataka,Bangalore,"? 14,079.00",23.42,23%,"? 32,345.09","? 11,226.59",,
ORD009685,Water Bottle,January,Home,2,Flipkart,Maharashtra,Pune,"? 6,387.00",22.72,23%,"? 9,871.75","? 3,484.75",,
ORD009686,Bluetooth Speaker,August,Home,5,Amazon,Maharashtra,Chennai,"? 3,474.00",21.55,22%,"? 13,626.77","? 4,941.77",,
ORD009687,Office Chair,March,Home,4,Amazon,Kerala,Kochi,"? 4,529.00",22.27,22%,"? 14,081.57","? 5,023.57",,
ORD009688,USB Cable,June,Computer,5,Flipkart,Karnataka,Salem,"? 11,829.00",28.99,29%,"? 41,998.86","? 12,426.36",,
ORD009689,Tablet Stand,August,Computer,3,Meesho,Tamil Nadu,Warangal,"? 15,905.00",12.59,13%,"? 41,707.68","? 17,850.18",,
ORD009690,Jeans,August,Computer,5,Meesho,Kerala,Hyderabad,"? 18,658.00",19.42,19%,"? 75,173.08","? 28,528.08",,
ORD009691,LED Bulb,September,Fashion,4,Flipkart,Tamil Nadu,Bangalore,"? 9,951.00",15.82,16%,"? 33,507.01","? 13,605.01",,
ORD009692,Mobile Charger,September,Fashion,3,Meesho,Telangana,Hyderabad,"? 6,136.00",26.06,26%,"? 13,610.88","? 4,406.88",,
ORD009693,LED Bulb,September,Computer,2,Meesho,Maharashtra,Warangal,"? 17,565.00",27.24,27%,"? 25,560.59","? 7,995.59",,
ORD009694,Mobile Charger,December,Computer,5,Amazon,Kerala,Salem,"? 18,516.00",10.1,10%,"? 83,229.42","? 36,939.42",,
ORD009695,Backpack,May,Computer,5,Amazon,Maharashtra,Kochi,"? 9,709.00",28.63,29%,"? 34,646.57","? 10,374.07",,
ORD009696,Headphones,July,Fashion,5,Amazon,Karnataka,Hyderabad,"? 7,216.00",25.58,26%,"? 26,850.74","? 8,810.74",,
ORD009697,LED Bulb,March,Home,4,Amazon,Karnataka,Warangal,"? 17,430.00",11.45,11%,"? 61,737.06","? 26,877.06",,
ORD009698,Office Chair,July,Electronics,3,Amazon,Tamil Nadu,Bangalore,"? 3,445.00",26.96,27%,"? 7,548.68","? 2,381.18",,
ORD009699,Headphones,September,Electronics,3,Meesho,Maharashtra,Kochi,"? 4,819.00",29.87,30%,"? 10,138.69","? 2,910.19",,
ORD009700,Tablet Stand,December,Computer,5,Meesho,Tamil Nadu,Madurai,"? 7,286.00",20.38,20%,"? 29,005.57","? 10,790.57",,
ORD009701,Running Shoes,March,Fashion,3,Meesho,Tamil Nadu,Bangalore,? 415.00,18.9,19%,"? 1,009.70",? 387.20,,
ORD009702,Running Shoes,January,Fashion,1,Amazon,Telangana,Salem,"? 9,703.00",7.48,7%,"? 8,977.22","? 4,125.72",,
ORD009703,LED Bulb,May,Electronics,3,Amazon,Maharashtra,Kochi,"? 11,152.00",21.86,22%,"? 26,142.52","? 9,414.52",,
ORD009704,Mobile Charger,February,Fashion,4,Amazon,Kerala,Warangal,"? 10,878.00",20.72,21%,"? 34,496.31","? 12,740.31",,
ORD009705,Mixer Grinder,November,Fashion,2,Amazon,Kerala,Chennai,"? 4,671.00",28.83,29%,"? 6,648.70","? 1,977.70",,
ORD009706,Running Shoes,August,Computer,1,Flipkart,Telangana,Salem,"? 6,625.00",25.06,25%,"? 4,964.78","? 1,652.28",,
ORD009707,LED Bulb,August,Computer,1,Meesho,Telangana,Bangalore,? 886.00,12.58,13%,? 774.54,? 331.54,,
ORD009708,Mixer Grinder,June,Electronics,3,Flipkart,Maharashtra,Kochi,"? 17,986.00",20.24,20%,"? 43,036.90","? 16,057.90",,
ORD009709,Bluetooth Speaker,June,Electronics,2,Amazon,Karnataka,Bangalore,"? 5,613.00",13.11,13%,"? 9,754.27","? 4,141.27",,
ORD009710,Water Bottle,May,Fashion,3,Amazon,Telangana,Hyderabad,"? 14,202.00",15.99,16%,"? 35,793.30","? 14,490.30",,
ORD009711,Bluetooth Speaker,May,Home,1,Flipkart,Telangana,Pune,"? 19,341.00",23,23%,"? 14,892.57","? 5,222.07",,
ORD009712,USB Cable,January,Computer,3,Flipkart,Kerala,Salem,"? 9,912.00",17.35,17%,"? 24,576.80","? 9,708.80",,
ORD009713,Desk Lamp,October,Home,4,Meesho,Maharashtra,Bangalore,"? 2,585.00",18.69,19%,"? 8,407.45","? 3,237.45",,
ORD009714,Sofa Cover,May,Home,2,Meesho,Karnataka,Chennai,"? 13,857.00",5.2,5%,"? 26,272.87","? 12,415.87",,
ORD009715,USB Cable,July,Fashion,2,Amazon,Tamil Nadu,Madurai,"? 18,762.00",13,13%,"? 32,645.88","? 13,883.88",,
ORD009716,Mobile Charger,March,Fashion,3,Flipkart,Kerala,Warangal,"? 8,305.00",20.19,20%,"? 19,884.66","? 7,427.16",,
ORD009717,Bluetooth Speaker,April,Fashion,5,Amazon,Tamil Nadu,Warangal,"? 19,281.00",11.27,11%,"? 85,540.16","? 37,337.66",,
ORD009718,Gaming Keyboard,December,Fashion,2,Meesho,Maharashtra,Warangal,"? 1,623.00",23.38,23%,"? 2,487.09",? 864.09,,
ORD009719,Smart Watch,April,Fashion,1,Meesho,Karnataka,Hyderabad,"? 2,532.00",8.51,9%,"? 2,316.53","? 1,050.53",,
ORD009720,Tablet Stand,March,Fashion,3,Amazon,Kerala,Bangalore,"? 7,079.00",20.33,20%,"? 16,919.52","? 6,301.02",,
ORD009721,Wireless Mouse,April,Fashion,2,Meesho,Kerala,Salem,"? 3,172.00",26.77,27%,"? 4,645.71","? 1,473.71",,
ORD009722,T-shirt,July,Electronics,5,Flipkart,Maharashtra,Hyderabad,"? 9,434.00",10.77,11%,"? 42,089.79","? 18,504.79",,
ORD009723,Gaming Keyboard,December,Home,3,Flipkart,Kerala,Salem,"? 13,149.00",11.87,12%,"? 34,764.64","? 15,041.14",,
ORD009724,Backpack,August,Fashion,4,Amazon,Maharashtra,Bangalore,"? 3,793.00",5.38,5%,"? 14,355.75","? 6,769.75",,
ORD009725,Smart Watch,July,Computer,5,Flipkart,Karnataka,Chennai,? 340.00,16.02,16%,"? 1,427.66",? 577.66,,
ORD009726,Mobile Charger,January,Computer,1,Meesho,Telangana,Salem,"? 9,127.00",11.63,12%,"? 8,065.53","? 3,502.03",,
ORD009727,Running Shoes,November,Fashion,1,Flipkart,Telangana,Chennai,"? 16,967.00",24.57,25%,"? 12,798.21","? 4,314.71",,
ORD009728,Mixer Grinder,March,Computer,2,Amazon,Tamil Nadu,Bangalore,"? 14,054.00",8.83,9%,"? 25,626.06","? 11,572.06",,
ORD009729,Desk Lamp,March,Computer,2,Flipkart,Karnataka,Hyderabad,"? 2,927.00",6.68,7%,"? 5,462.95","? 2,535.95",,
ORD009730,Laptop Bag,February,Computer,3,Flipkart,Telangana,Kochi,"? 8,766.00",11.48,11%,"? 23,278.99","? 10,129.99",,
ORD009731,T-shirt,April,Home,5,Amazon,Karnataka,Bangalore,"? 13,560.00",7.65,8%,"? 62,613.30","? 28,713.30",,
ORD009732,Bluetooth Speaker,September,Home,5,Meesho,Telangana,Warangal,"? 14,861.00",25.09,25%,"? 55,661.88","? 18,509.38",,
ORD009733,Office Chair,June,Electronics,3,Amazon,Kerala,Chennai,"? 7,207.00",5.33,5%,"? 20,468.60","? 9,658.10",,
ORD009734,Gaming Keyboard,June,Electronics,3,Meesho,Telangana,Salem,"? 13,528.00",19.15,19%,"? 32,812.16","? 12,520.16",,
ORD009735,Smart Watch,February,Electronics,5,Flipkart,Tamil Nadu,Chennai,"? 12,783.00",5.06,5%,"? 60,680.90","? 28,723.40",,
ORD009736,Office Chair,March,Computer,2,Amazon,Kerala,Bangalore,"? 19,261.00",20.06,20%,"? 30,794.49","? 11,533.49",,
ORD009737,USB Cable,January,Electronics,4,Flipkart,Karnataka,Bangalore,"? 7,705.00",16.96,17%,"? 25,592.93","? 10,182.93",,
ORD009738,Water Bottle,June,Electronics,3,Flipkart,Kerala,Pune,? 501.00,9.31,9%,"? 1,363.07",? 611.57,,
ORD009739,Mobile Charger,November,Electronics,3,Flipkart,Maharashtra,Kochi,"? 8,378.00",21.36,21%,"? 19,765.38","? 7,198.38",,
ORD009740,Sofa Cover,November,Electronics,5,Flipkart,Maharashtra,Warangal,"? 18,814.00",27.74,28%,"? 67,974.98","? 20,939.98",,
ORD009741,USB Cable,June,Home,4,Flipkart,Tamil Nadu,Pune,"? 10,282.00",18.31,18%,"? 33,597.46","? 13,033.46",,
ORD009742,Bluetooth Speaker,March,Electronics,5,Flipkart,Kerala,Hyderabad,"? 5,916.00",9.38,9%,"? 26,805.40","? 12,015.40",,
ORD009743,Water Bottle,August,Home,5,Amazon,Tamil Nadu,Salem,"? 10,520.00",10.43,10%,"? 47,113.82","? 20,813.82",,
ORD009744,Backpack,December,Electronics,3,Amazon,Telangana,Warangal,"? 7,112.00",17.24,17%,"? 17,657.67","? 6,989.67",,
ORD009745,Smart Watch,October,Home,3,Meesho,Telangana,Chennai,"? 4,609.00",13.99,14%,"? 11,892.60","? 4,979.10",,
ORD009746,Gaming Keyboard,March,Computer,2,Flipkart,Tamil Nadu,Pune,"? 8,477.00",10.55,11%,"? 15,165.35","? 6,688.35",,
ORD009747,Water Bottle,January,Computer,2,Flipkart,Karnataka,Pune,"? 17,501.00",25.58,26%,"? 26,048.49","? 8,547.49",,
ORD009748,Gaming Keyboard,August,Electronics,5,Amazon,Telangana,Kochi,"? 15,399.00",9.6,10%,"? 69,603.48","? 31,105.98",,
ORD009749,Sofa Cover,November,Computer,1,Amazon,Telangana,Kochi,"? 7,263.00",19.78,20%,"? 5,826.38","? 2,194.88",,
ORD009750,LED Bulb,May,Computer,2,Flipkart,Maharashtra,Hyderabad,"? 9,734.00",27.13,27%,"? 14,186.33","? 4,452.33",,
ORD009751,Jeans,June,Computer,5,Flipkart,Kerala,Pune,"? 17,025.00",17.1,17%,"? 70,568.63","? 28,006.13",,
ORD009752,Mobile Charger,September,Electronics,3,Flipkart,Kerala,Kochi,? 277.00,12.25,12%,? 729.20,? 313.70,,
ORD009753,Smart Watch,June,Fashion,5,Meesho,Karnataka,Kochi,"? 16,689.00",16.47,16%,"? 69,701.61","? 27,979.11",,
ORD009754,Water Bottle,August,Electronics,4,Meesho,Maharashtra,Kochi,"? 4,051.00",6.85,7%,"? 15,094.03","? 6,992.03",,
ORD009755,Running Shoes,March,Computer,3,Amazon,Telangana,Pune,"? 7,611.00",25.68,26%,"? 16,969.49","? 5,552.99",,
ORD009756,Bluetooth Speaker,April,Computer,5,Meesho,Karnataka,Hyderabad,"? 16,240.00",28.92,29%,"? 57,716.96","? 17,116.96",,
ORD009757,Wireless Mouse,June,Electronics,1,Flipkart,Telangana,Warangal,"? 3,654.00",26.68,27%,"? 2,679.11",? 852.11,,
ORD009758,LED Bulb,June,Electronics,4,Amazon,Tamil Nadu,Salem,"? 16,755.00",24.92,25%,"? 50,318.62","? 16,808.62",,
ORD009759,Water Bottle,December,Home,3,Amazon,Karnataka,Bangalore,"? 2,051.00",25.36,25%,"? 4,592.60","? 1,516.10",,
ORD009760,Laptop Bag,September,Electronics,1,Meesho,Karnataka,Salem,"? 18,349.00",24.15,24%,"? 13,917.72","? 4,743.22",,
ORD009761,Laptop Bag,March,Home,2,Amazon,Tamil Nadu,Hyderabad,"? 14,591.00",11.82,12%,"? 25,732.69","? 11,141.69",,
ORD009762,Headphones,August,Electronics,1,Flipkart,Karnataka,Warangal,"? 2,804.00",9.01,9%,"? 2,551.36","? 1,149.36",,
ORD009763,Headphones,March,Fashion,2,Meesho,Telangana,Chennai,"? 15,137.00",19.86,20%,"? 24,261.58","? 9,124.58",,
ORD009764,T-shirt,October,Home,3,Amazon,Tamil Nadu,Hyderabad,"? 2,717.00",23.4,23%,"? 6,243.67","? 2,168.17",,
ORD009765,Mixer Grinder,May,Fashion,2,Meesho,Telangana,Kochi,"? 6,819.00",8.77,9%,"? 12,441.95","? 5,622.95",,
ORD009766,Headphones,November,Electronics,2,Amazon,Karnataka,Chennai,"? 6,206.00",25.61,26%,"? 9,233.29","? 3,027.29",,
ORD009767,Power Bank,January,Home,4,Flipkart,Telangana,Chennai,"? 5,234.00",21.35,21%,"? 16,466.16","? 5,998.16",,
ORD009768,Mixer Grinder,February,Computer,1,Amazon,Karnataka,Bangalore,? 684.00,17.2,17%,? 566.35,? 224.35,,
ORD009769,Backpack,July,Fashion,1,Meesho,Maharashtra,Kochi,"? 19,717.00",28.19,28%,"? 14,158.78","? 4,300.28",,
ORD009770,Running Shoes,November,Electronics,4,Flipkart,Telangana,Salem,"? 3,464.00",15.42,15%,"? 11,719.40","? 4,791.40",,
ORD009771,Smart Watch,July,Fashion,5,Amazon,Karnataka,Chennai,"? 10,441.00",7.84,8%,"? 48,112.13","? 22,009.63",,
ORD009772,USB Cable,June,Home,1,Flipkart,Kerala,Warangal,"? 5,134.00",10.66,11%,"? 4,586.72","? 2,019.72",,
ORD009773,LED Bulb,August,Home,4,Amazon,Karnataka,Pune,"? 18,885.00",14.41,14%,"? 64,654.69","? 26,884.69",,
ORD009774,Jeans,October,Fashion,1,Amazon,Tamil Nadu,Madurai,"? 2,456.00",22.97,23%,"? 1,891.86",? 663.86,,
ORD009775,Mixer Grinder,February,Home,1,Amazon,Karnataka,Pune,"? 9,960.00",29.95,30%,"? 6,976.98","? 1,996.98",,
ORD009776,USB Cable,August,Fashion,1,Amazon,Maharashtra,Pune,"? 8,400.00",27.47,27%,"? 6,092.52","? 1,892.52",,
ORD009777,Mobile Charger,October,Fashion,4,Amazon,Maharashtra,Kochi,"? 3,281.00",22.08,22%,"? 10,226.22","? 3,664.22",,
ORD009778,Mixer Grinder,May,Home,1,Meesho,Maharashtra,Chennai,"? 12,435.00",26.52,27%,"? 9,137.24","? 2,919.74",,
ORD009779,Office Chair,April,Computer,3,Amazon,Kerala,Pune,"? 7,961.00",21.39,21%,"? 18,774.43","? 6,832.93",,
ORD009780,Water Bottle,February,Home,4,Flipkart,Karnataka,Hyderabad,"? 11,605.00",24.32,24%,"? 35,130.66","? 11,920.66",,
ORD009781,Sofa Cover,September,Fashion,1,Flipkart,Kerala,Hyderabad,"? 12,219.00",9.18,9%,"? 11,097.30","? 4,987.80",,
ORD009782,Headphones,January,Home,4,Flipkart,Tamil Nadu,Bangalore,? 235.00,29.95,30%,? 658.47,? 188.47,,
ORD009783,Water Bottle,June,Computer,5,Flipkart,Tamil Nadu,Chennai,"? 16,067.00",27.62,28%,"? 58,146.47","? 17,978.97",,
ORD009784,Backpack,March,Electronics,2,Meesho,Telangana,Madurai,"? 2,441.00",10.45,10%,"? 4,371.83","? 1,930.83",,
ORD009785,Running Shoes,April,Fashion,5,Flipkart,Maharashtra,Bangalore,"? 12,736.00",11.5,12%,"? 56,356.80","? 24,516.80",,
ORD009786,Bluetooth Speaker,October,Electronics,5,Flipkart,Tamil Nadu,Chennai,"? 19,999.00",21.29,21%,"? 78,706.06","? 28,708.56",,
ORD009787,Gaming Keyboard,May,Fashion,2,Meesho,Telangana,Madurai,"? 9,797.00",27.07,27%,"? 14,289.90","? 4,492.90",,
ORD009788,Water Bottle,February,Electronics,2,Meesho,Kerala,Pune,"? 5,558.00",8.4,8%,"? 10,182.26","? 4,624.26",,
ORD009789,Laptop Bag,May,Home,5,Amazon,Tamil Nadu,Salem,"? 14,222.00",29.3,29%,"? 50,274.77","? 14,719.77",,
ORD009790,Gaming Keyboard,December,Fashion,4,Flipkart,Maharashtra,Bangalore,"? 15,815.00",21.31,21%,"? 49,779.29","? 18,149.29",,
ORD009791,Water Bottle,October,Electronics,1,Amazon,Telangana,Kochi,"? 6,761.00",5.1,5%,"? 6,416.19","? 3,035.69",,
ORD009792,Gaming Keyboard,February,Home,5,Meesho,Telangana,Madurai,"? 13,872.00",14.54,15%,"? 59,275.06","? 24,595.06",,
ORD009793,USB Cable,January,Electronics,5,Amazon,Kerala,Kochi,"? 12,624.00",18.09,18%,"? 51,701.59","? 20,141.59",,
ORD009794,Power Bank,October,Computer,1,Amazon,Telangana,Bangalore,"? 2,197.00",19.96,20%,"? 1,758.48",? 659.98,,
ORD009795,Power Bank,June,Home,1,Amazon,Telangana,Bangalore,"? 19,638.00",14.83,15%,"? 16,725.68","? 6,906.68",,
ORD009796,Sofa Cover,January,Electronics,3,Amazon,Karnataka,Bangalore,"? 11,663.00",27.92,28%,"? 25,220.07","? 7,725.57",,
ORD009797,LED Bulb,June,Home,1,Flipkart,Telangana,Kochi,"? 3,392.00",24.59,25%,"? 2,557.91",? 861.91,,
ORD009798,USB Cable,April,Electronics,3,Meesho,Tamil Nadu,Hyderabad,"? 5,726.00",24.41,24%,"? 12,984.85","? 4,395.85",,
ORD009799,Mixer Grinder,December,Electronics,2,Meesho,Tamil Nadu,Chennai,"? 15,344.00",16.72,17%,"? 25,556.97","? 10,212.97",,
ORD009800,Tablet Stand,February,Computer,2,Meesho,Karnataka,Warangal,"? 3,937.00",12.82,13%,"? 6,864.55","? 2,927.55",,
ORD009801,Wireless Mouse,December,Home,3,Meesho,Maharashtra,Madurai,"? 4,828.00",14.86,15%,"? 12,331.68","? 5,089.68",,
ORD009802,Running Shoes,July,Fashion,3,Amazon,Tamil Nadu,Madurai,"? 11,596.00",13.8,14%,"? 29,987.26","? 12,593.26",,
ORD009803,Jeans,June,Home,1,Flipkart,Telangana,Bangalore,"? 1,646.00",16.15,16%,"? 1,380.17",? 557.17,,
ORD009804,Water Bottle,June,Home,4,Flipkart,Kerala,Chennai,"? 17,704.00",11.9,12%,"? 62,388.90","? 26,980.90",,
ORD009805,Laptop Bag,June,Home,4,Meesho,Karnataka,Hyderabad,"? 9,192.00",19.8,20%,"? 29,487.94","? 11,103.94",,
ORD009806,Power Bank,March,Home,2,Meesho,Tamil Nadu,Salem,"? 17,839.00",11.81,12%,"? 31,464.43","? 13,625.43",,
ORD009807,T-shirt,October,Home,2,Flipkart,Tamil Nadu,Chennai,"? 12,931.00",26.11,26%,"? 19,109.43","? 6,178.43",,
ORD009808,Office Chair,September,Fashion,5,Meesho,Karnataka,Chennai,"? 16,017.00",15.65,16%,"? 67,551.70","? 27,509.20",,
ORD009809,Headphones,July,Computer,2,Amazon,Maharashtra,Bangalore,"? 6,968.00",11.59,12%,"? 12,320.82","? 5,352.82",,
ORD009810,USB Cable,October,Fashion,3,Meesho,Telangana,Warangal,"? 5,624.00",8.62,9%,"? 15,417.63","? 6,981.63",,
ORD009811,Mobile Charger,May,Fashion,3,Meesho,Kerala,Pune,"? 9,308.00",15.29,15%,"? 23,654.42","? 9,692.42",,
ORD009812,USB Cable,December,Computer,3,Flipkart,Karnataka,Kochi,"? 10,211.00",9.35,9%,"? 27,768.81","? 12,452.31",,
ORD009813,Headphones,October,Fashion,5,Flipkart,Maharashtra,Salem,"? 11,194.00",14.29,14%,"? 47,971.89","? 19,986.89",,
ORD009814,Jeans,November,Computer,2,Flipkart,Telangana,Salem,"? 17,969.00",8.35,8%,"? 32,937.18","? 14,968.18",,
ORD009815,Smart Watch,December,Electronics,3,Meesho,Tamil Nadu,Bangalore,"? 14,117.00",5.41,5%,"? 40,059.81","? 18,884.31",,
ORD009816,Power Bank,July,Fashion,3,Meesho,Tamil Nadu,Madurai,"? 12,345.00",18.16,18%,"? 30,309.44","? 11,791.94",,
ORD009817,Backpack,December,Computer,2,Meesho,Maharashtra,Madurai,"? 17,972.00",5.72,6%,"? 33,888.00","? 15,916.00",,
ORD009818,Water Bottle,March,Home,5,Amazon,Maharashtra,Hyderabad,"? 15,328.00",14.63,15%,"? 65,427.57","? 27,107.57",,
ORD009819,Power Bank,July,Home,3,Flipkart,Kerala,Pune,"? 10,747.00",20.86,21%,"? 25,515.53","? 9,395.03",,
ORD009820,Jeans,November,Home,5,Meesho,Maharashtra,Warangal,"? 10,844.00",21.53,22%,"? 42,546.43","? 15,436.43",,
ORD009821,Bluetooth Speaker,March,Fashion,1,Meesho,Tamil Nadu,Warangal,"? 8,250.00",21.21,21%,"? 6,500.18","? 2,375.18",,
ORD009822,Bluetooth Speaker,December,Fashion,4,Flipkart,Telangana,Warangal,"? 12,662.00",24.49,24%,"? 38,244.30","? 12,920.30",,
ORD009823,Mobile Charger,February,Computer,2,Meesho,Tamil Nadu,Warangal,? 591.00,10.74,11%,"? 1,055.05",? 464.05,,
ORD009824,Bluetooth Speaker,October,Fashion,1,Amazon,Karnataka,Pune,"? 7,010.00",6.61,7%,"? 6,546.64","? 3,041.64",,
ORD009825,Gaming Keyboard,August,Electronics,1,Meesho,Karnataka,Kochi,"? 9,356.00",8.61,9%,"? 8,550.45","? 3,872.45",,
ORD009826,Backpack,September,Home,2,Amazon,Telangana,Chennai,"? 12,693.00",13.26,13%,"? 22,019.82","? 9,326.82",,
ORD009827,USB Cable,September,Electronics,2,Flipkart,Kerala,Madurai,"? 7,337.00",17.41,17%,"? 12,119.26","? 4,782.26",,
ORD009828,Smart Watch,February,Home,1,Amazon,Maharashtra,Hyderabad,"? 19,481.00",23.88,24%,"? 14,828.94","? 5,088.44",,
ORD009829,Laptop Bag,November,Fashion,3,Flipkart,Telangana,Hyderabad,"? 5,800.00",20.8,21%,"? 13,780.80","? 5,080.80",,
ORD009830,Sofa Cover,May,Computer,3,Meesho,Maharashtra,Salem,"? 19,823.00",25.45,25%,"? 44,334.14","? 14,599.64",,
ORD009831,Mobile Charger,July,Electronics,2,Flipkart,Kerala,Kochi,"? 12,616.00",6.24,6%,"? 23,657.52","? 11,041.52",,
ORD009832,Office Chair,September,Electronics,5,Flipkart,Kerala,Warangal,"? 5,138.00",21.47,21%,"? 20,174.36","? 7,329.36",,
ORD009833,Smart Watch,June,Home,1,Meesho,Karnataka,Hyderabad,"? 1,722.00",20.28,20%,"? 1,372.78",? 511.78,,
ORD009834,Jeans,January,Electronics,1,Amazon,Kerala,Madurai,"? 19,004.00",21.66,22%,"? 14,887.73","? 5,385.73",,
ORD009835,LED Bulb,January,Fashion,5,Amazon,Telangana,Bangalore,"? 9,535.00",6.99,7%,"? 44,342.52","? 20,505.02",,
ORD009836,Running Shoes,April,Home,3,Flipkart,Telangana,Hyderabad,"? 18,469.00",15.23,15%,"? 46,968.51","? 19,265.01",,
ORD009837,T-shirt,March,Home,2,Meesho,Tamil Nadu,Chennai,"? 1,559.00",14.84,15%,"? 2,655.29","? 1,096.29",,
ORD009838,Sofa Cover,June,Electronics,3,Meesho,Kerala,Pune,"? 19,394.00",16.65,17%,"? 48,494.70","? 19,403.70",,
ORD009839,Headphones,May,Electronics,3,Flipkart,Maharashtra,Hyderabad,"? 19,216.00",28.48,28%,"? 41,229.85","? 12,405.85",,
ORD009840,Mobile Charger,March,Fashion,2,Flipkart,Kerala,Chennai,"? 2,187.00",28.55,29%,"? 3,125.22",? 938.22,,
ORD009841,Desk Lamp,January,Computer,4,Amazon,Maharashtra,Bangalore,"? 13,357.00",17.61,18%,"? 44,019.33","? 17,305.33",,
ORD009842,Laptop Bag,March,Electronics,4,Flipkart,Karnataka,Hyderabad,"? 14,861.00",6.18,6%,"? 55,770.36","? 26,048.36",,
ORD009843,Wireless Mouse,June,Electronics,1,Amazon,Tamil Nadu,Warangal,? 711.00,7.3,7%,? 659.10,? 303.60,,
ORD009844,USB Cable,March,Fashion,1,Amazon,Telangana,Bangalore,"? 17,946.00",26.84,27%,"? 13,129.29","? 4,156.29",,
ORD009845,T-shirt,November,Electronics,4,Amazon,Telangana,Bangalore,"? 4,121.00",20.48,20%,"? 13,108.08","? 4,866.08",,
ORD009846,Tablet Stand,January,Fashion,4,Flipkart,Telangana,Salem,"? 2,097.00",27.61,28%,"? 6,072.07","? 1,878.07",,
ORD009847,Backpack,February,Computer,4,Flipkart,Karnataka,Hyderabad,"? 3,372.00",24.73,25%,"? 10,152.42","? 3,408.42",,
ORD009848,Desk Lamp,February,Electronics,5,Amazon,Telangana,Chennai,"? 18,649.00",21.73,22%,"? 72,982.86","? 26,360.36",,
ORD009849,T-shirt,April,Computer,5,Amazon,Karnataka,Pune,"? 17,017.00",5.19,5%,"? 80,669.09","? 38,126.59",,
ORD009850,Gaming Keyboard,January,Computer,1,Flipkart,Maharashtra,Salem,"? 17,991.00",23.04,23%,"? 13,845.87","? 4,850.37",,
ORD009851,Gaming Keyboard,December,Computer,5,Amazon,Telangana,Kochi,"? 13,254.00",29.53,30%,"? 46,700.47","? 13,565.47",,
ORD009852,Water Bottle,February,Fashion,1,Flipkart,Telangana,Kochi,"? 9,426.00",20.76,21%,"? 7,469.16","? 2,756.16",,
ORD009853,Bluetooth Speaker,October,Home,1,Meesho,Karnataka,Hyderabad,"? 15,158.00",21.23,21%,"? 11,939.96","? 4,360.96",,
ORD009854,Smart Watch,December,Electronics,1,Meesho,Tamil Nadu,Pune,"? 1,525.00",8.23,8%,"? 1,399.49",? 636.99,,
ORD009855,Jeans,April,Fashion,2,Meesho,Maharashtra,Pune,"? 12,340.00",29.76,30%,"? 17,335.23","? 4,995.23",,
ORD009856,Tablet Stand,August,Electronics,3,Meesho,Maharashtra,Hyderabad,"? 15,393.00",26.22,26%,"? 34,070.87","? 10,981.37",,
